Trigger Time,0.000172759,s,-0.059274033,-0.063337825,0.103591507,-0.043654543
,,,-0.166319883,-0.058241504,0.116341592,-0.043654543
Horizontal Offset,-10,s,-0.168868594,0.0640702,0.103591507,-0.038556714
,,,-0.158673751,0.069166521,0.095941456,-0.038556714
,,,-0.163771172,0.066618361,0.108691541,-0.033458885
,,,-0.209647965,-0.058241504,0.098491473,-0.053850201
,,,-0.173966015,-0.058241504,0.121441626,-0.038556714
,,,0.006992446,0.181285583,0.098491473,-0.043654543
,,,0.019736,0.191478225,0.10104149,-0.036007799
,,,0.004443735,0.181285583,0.10104149,-0.038556714
,,,0.017187289,-0.048048862,0.098491473,-0.053850201
,,,-0.173966015,-0.055693343,0.118891609,-0.038556714
,,,0.213438014,0.018203311,0.090841422,-0.038556714
,,,0.215986725,0.023299632,0.10104149,-0.025812141
,,,0.208340593,0.015655151,0.095941456,-0.033458885
,,,0.139525403,-0.045500701,0.106141524,-0.043654543
,,,-0.179063437,-0.053145183,0.116341592,-0.038556714
,,,-0.036335636,-0.188197689,0.108691541,-0.048752372
,,,-0.043981768,-0.19074585,0.113791575,-0.033458885
,,,-0.033786926,-0.19329401,0.108691541,-0.046203457
,,,0.052869239,-0.045500701,0.111241558,-0.046203457
,,,-0.173966015,-0.060789664,0.111241558,-0.043654543
,,,-0.18925828,-0.134686319,0.116341592,-0.038556714
,,,-0.194355701,-0.149975282,0.106141524,-0.038556714
,,,-0.184160858,-0.137234479,0.106141524,-0.041105628
,,,0.134427982,-0.055693343,0.111241558,-0.038556714
,,,-0.173966015,-0.055693343,0.113791575,-0.048752372
,,,-0.112796958,0.102292608,0.116341592,-0.041105628
,,,-0.115345669,0.087003645,0.108691541,-0.046203457
,,,-0.110248247,0.102292608,0.123991643,-0.046203457
,,,-0.125540512,-0.055693343,0.106141524,-0.043654543
,,,-0.168868594,-0.048048862,0.113791575,-0.046203457
,,,0.063064082,0.168544781,0.113791575,-0.036007799
,,,0.073258925,0.168544781,0.111241558,-0.048752372
,,,0.063064082,0.168544781,0.118891609,-0.038556714
,,,-0.066920165,-0.050597022,0.098491473,-0.051301286
,,,-0.173966015,-0.045500701,0.123991643,-0.043654543
,,,0.167561221,0.028395953,0.111241558,-0.043654543
,,,0.170109932,0.041136756,0.12654166,-0.043654543
,,,0.165012511,0.033492274,0.121441626,-0.036007799
,,,-0.173966015,-0.050597022,0.10104149,-0.051301286
,,,-0.219842808,-0.053145183,0.116341592,-0.038556714
,,,0.075807635,-0.1423308,0.113791575,-0.051301286
,,,0.073258925,-0.137234479,0.116341592,-0.043654543
,,,0.073258925,-0.147427121,0.108691541,-0.046203457
,,,-0.105150826,-0.045500701,0.111241558,-0.043654543
,,,-0.230037651,0.176189262,0.116341592,-0.036007799
,,,-0.161222462,-0.19329401,0.106141524,-0.046203457
,,,-0.163771172,-0.19329401,0.111241558,-0.038556714
,,,-0.161222462,-0.19329401,0.10104149,-0.051301286
,,,0.167561221,-0.050597022,0.111241558,-0.041105628
,,,-0.22748894,0.140515015,0.108691541,-0.046203457
,,,-0.18925828,0.074262842,0.113791575,-0.043654543
,,,-0.196904412,0.06152204,0.103591507,-0.043654543
,,,-0.184160858,0.076811003,0.106141524,-0.043654543
,,,0.210889304,-0.055693343,0.113791575,-0.046203457
,,,-0.22748894,0.148159497,0.111241558,-0.051301286
,,,0.088551189,0.224604312,0.108691541,-0.038556714
,,,0.086002478,0.219507991,0.095941456,-0.051301286
,,,0.0910999,0.229700633,0.103591507,-0.043654543
,,,0.221084146,-0.053145183,0.106141524,-0.046203457
,,,-0.222391519,0.153255818,0.116341592,-0.046203457
,,,0.175207353,-0.002181973,0.116341592,-0.046203457
,,,0.180304775,0.002914348,0.108691541,-0.046203457
,,,0.182853486,0.005462509,0.118891609,-0.038556714
,,,0.078356346,-0.050597022,0.098491473,-0.051301286
,,,0.0910999,-0.027663578,0.118891609,-0.041105628
,,,-0.023592083,-0.223871936,0.106141524,-0.043654543
,,,-0.008299818,-0.211131134,0.106141524,-0.046203457
,,,-0.023592083,-0.216227455,0.106141524,-0.038556714
,,,-0.143381487,-0.063337825,0.103591507,-0.048752372
,,,0.088551189,-0.030211738,0.121441626,-0.041105628
,,,-0.207099255,-0.068434146,0.111241558,-0.048752372
,,,-0.207099255,-0.068434146,0.123991643,-0.033458885
,,,-0.207099255,-0.068434146,0.108691541,-0.041105628
,,,-0.181612147,-0.068434146,0.103591507,-0.043654543
,,,0.088551189,-0.03785622,0.118891609,-0.036007799
,,,-0.092407272,0.107388929,0.12654166,-0.046203457
,,,-0.105150826,0.097196287,0.131641694,-0.038556714
,,,-0.097504694,0.099744447,0.121441626,-0.051301286
,,,-0.092407272,-0.073530467,0.103591507,-0.036007799
,,,0.09364861,-0.035308059,0.108691541,-0.038556714
,,,0.144622825,0.153255818,0.129091677,-0.043654543
,,,0.144622825,0.148159497,0.116341592,-0.041105628
,,,0.149720246,0.158352139,0.12654166,-0.043654543
,,,-0.115345669,-0.076078627,0.103591507,-0.038556714
,,,0.098746032,-0.030211738,0.118891609,-0.043654543
,,,0.165012511,-0.035308059,0.113791575,-0.03090997
,,,0.177756064,-0.035308059,0.108691541,-0.043654543
,,,0.172658643,-0.030211738,0.123991643,-0.036007799
,,,0.152268957,-0.081174948,0.098491473,-0.043654543
,,,0.0910999,-0.025115417,0.118891609,-0.036007799
,,,-0.100053404,-0.198390331,0.121441626,-0.038556714
